Component_ID,Lot_ID,Wafer_ID,Iddq_0h,Iddq_24h,Ileak_0h,Ileak_24h,PropDelay_0h,PropDelay_24h
CMP-1000-0244,ISRO-TEST-UPLOAD-1000,16,9.449,9.775,2.227,2.259,1.2232,1.2184
CMP-1000-0245,ISRO-TEST-UPLOAD-1000,1,10.272,10.41,2.271,2.293,1.1148,1.1235
CMP-1000-0246,ISRO-TEST-UPLOAD-1000,9,11.179,11.333,3.118,3.136,1.2457,1.2433
CMP-1000-0247,ISRO-TEST-UPLOAD-1000,6,9.02,9.362,2.567,2.599,1.2845,1.2942
CMP-1000-0248,ISRO-TEST-UPLOAD-1000,16,8.641,9.023,2.468,2.499,1.2919,1.2973
CMP-1000-0249,ISRO-TEST-UPLOAD-1000,3,9.953,10.024,2.406,2.44,1.2336,1.2353
CMP-1000-0250,ISRO-TEST-UPLOAD-1000,20,10.262,10.229,1.906,1.911,1.1599,1.1618
CMP-1000-0251,ISRO-TEST-UPLOAD-1000,4,10.279,10.438,2.395,2.433,1.0979,1.0997
CMP-1000-0252,ISRO-TEST-UPLOAD-1000,19,11.049,11.278,2.704,2.686,1.1985,1.2027
CMP-1000-0253,ISRO-TEST-UPLOAD-1000,3,10.521,10.756,2.186,2.252,1.0281,1.0255
CMP-1000-0254,ISRO-TEST-UPLOAD-1000,19,12.304,12.616,2.554,2.598,1.2348,1.2385
CMP-1000-0255,ISRO-TEST-UPLOAD-1000,20,10.672,10.966,2.34,2.407,1.1787,1.1761
CMP-1000-0256,ISRO-TEST-UPLOAD-1000,7,9.98,10.32,2.516,2.561,1.0925,1.095
CMP-1000-0257,ISRO-TEST-UPLOAD-1000,20,10.675,10.989,2.661,2.782,1.0743,1.0794
CMP-1000-0258,ISRO-TEST-UPLOAD-1000,9,10.065,10.279,2.328,2.409,1.1718,1.1792
CMP-1000-0259,ISRO-TEST-UPLOAD-1000,1,11.195,11.59,2.425,2.497,1.1998,1.1975
CMP-1000-0260,ISRO-TEST-UPLOAD-1000,8,9.555,9.907,2.285,2.295,1.1348,1.1291
CMP-1000-0261,ISRO-TEST-UPLOAD-1000,7,9.267,9.51,2.1,2.114,1.1351,1.1376
CMP-1000-0262,ISRO-TEST-UPLOAD-1000,18,10.714,11.179,2.578,2.584,1.2239,1.2343
CMP-1000-0263,ISRO-TEST-UPLOAD-1000,8,8.992,8.936,2.365,2.403,1.3398,1.3392
CMP-1000-0264,ISRO-TEST-UPLOAD-1000,1,9.099,9.333,2.052,2.068,1.273,1.2714
CMP-1000-0265,ISRO-TEST-UPLOAD-1000,11,11.778,12.017,2.187,2.177,1.1278,1.1285
CMP-1000-0266,ISRO-TEST-UPLOAD-1000,25,10.609,10.846,2.086,2.108,1.2857,1.3009
CMP-1000-0267,ISRO-TEST-UPLOAD-1000,25,9.885,9.972,2.938,2.982,1.1855,1.1911
CMP-1000-0268,ISRO-TEST-UPLOAD-1000,18,12.545,12.799,2.451,2.519,1.1906,1.191
CMP-1000-0269,ISRO-TEST-UPLOAD-1000,23,11.734,11.908,2.751,2.793,1.2836,1.287
CMP-1000-0270,ISRO-TEST-UPLOAD-1000,10,10.544,10.701,2.28,2.315,1.0384,1.048
CMP-1000-0271,ISRO-TEST-UPLOAD-1000,3,11.057,11.323,2.833,2.862,1.2644,1.2609
CMP-1000-0272,ISRO-TEST-UPLOAD-1000,7,10.725,11.14,2.011,2.064,1.1677,1.1744
CMP-1000-0273,ISRO-TEST-UPLOAD-1000,16,11.016,11.048,1.857,1.907,1.214,1.215
CMP-1000-0274,ISRO-TEST-UPLOAD-1000,16,10.428,10.784,2.689,2.704,1.1493,1.153
CMP-1000-0275,ISRO-TEST-UPLOAD-1000,25,12.274,12.592,2.492,2.515,1.3021,1.3047
CMP-1000-0276,ISRO-TEST-UPLOAD-1000,20,11.643,11.725,1.699,1.813,1.3442,1.3387
CMP-1000-0277,ISRO-TEST-UPLOAD-1000,17,11.396,11.443,2.244,2.24,1.2074,1.1996
CMP-1000-0278,ISRO-TEST-UPLOAD-1000,2,11.551,17.094,2.359,2.759,1.172,1.252
CMP-1000-0279,ISRO-TEST-UPLOAD-1000,1,11.494,11.542,2.047,2.078,1.1954,1.195
CMP-1000-0280,ISRO-TEST-UPLOAD-1000,16,9.601,9.7,2.694,2.733,1.2836,1.2839
CMP-1000-0281,ISRO-TEST-UPLOAD-1000,12,12.017,12.325,2.522,2.531,1.189,1.1928
CMP-1000-0282,ISRO-TEST-UPLOAD-1000,5,10.553,10.777,2.879,2.912,1.2701,1.2781
CMP-1000-0283,ISRO-TEST-UPLOAD-1000,5,10.25,10.473,1.992,1.978,1.2557,1.2556
CMP-1000-0284,ISRO-TEST-UPLOAD-1000,23,12.1,12.348,1.895,1.966,1.1476,1.1441
CMP-1000-0285,ISRO-TEST-UPLOAD-1000,9,10.581,10.697,2.75,2.789,1.2677,1.2655
CMP-1000-0286,ISRO-TEST-UPLOAD-1000,9,12.069,12.36,2.304,2.333,1.2048,1.2142
CMP-1000-0287,ISRO-TEST-UPLOAD-1000,3,10.374,10.582,2.289,2.34,1.1363,1.1311
CMP-1000-0288,ISRO-TEST-UPLOAD-1000,19,10.829,11.136,2.85,2.913,1.1916,1.1842
CMP-1000-0289,ISRO-TEST-UPLOAD-1000,16,8.769,9.001,2.237,2.226,1.1847,1.1851
CMP-1000-0290,ISRO-TEST-UPLOAD-1000,16,10.131,10.458,2.182,2.19,1.1265,1.1276
CMP-1000-0291,ISRO-TEST-UPLOAD-1000,3,43.236,44.749,6.987,7.787,1.4998,1.5498
CMP-1000-0292,ISRO-TEST-UPLOAD-1000,20,11.544,11.623,2.513,2.554,1.2219,1.2181
CMP-1000-0293,ISRO-TEST-UPLOAD-1000,24,12.142,12.477,2.673,2.711,1.135,1.1386
CMP-1000-0294,ISRO-TEST-UPLOAD-1000,22,12.485,12.668,2.706,2.758,1.0743,1.077
CMP-1000-0295,ISRO-TEST-UPLOAD-1000,24,11.583,18.393,2.524,2.924,1.1257,1.2057
CMP-1000-0296,ISRO-TEST-UPLOAD-1000,1,9.034,9.305,2.152,2.174,1.2568,1.2531
CMP-1000-0297,ISRO-TEST-UPLOAD-1000,24,8.764,8.803,2.378,2.395,1.2362,1.2343
CMP-1000-0298,ISRO-TEST-UPLOAD-1000,20,11.438,11.761,2.565,2.588,1.2164,1.2203
CMP-1000-0299,ISRO-TEST-UPLOAD-1000,11,11.358,11.524,2.611,2.619,1.163,1.1643
CMP-1000-0300,ISRO-TEST-UPLOAD-1000,17,9.558,9.838,2.72,2.771,1.0529,1.052
CMP-1000-0301,ISRO-TEST-UPLOAD-1000,8,9.324,9.483,2.225,2.232,1.0733,1.0791
CMP-1000-0302,ISRO-TEST-UPLOAD-1000,4,10.436,10.628,3.024,3.103,1.1826,1.1793
CMP-1000-0303,ISRO-TEST-UPLOAD-1000,6,10.08,10.198,2.575,2.612,1.2782,1.2796
CMP-1000-0304,ISRO-TEST-UPLOAD-1000,8,10.017,10.333,2.566,2.616,1.1939,1.1957
CMP-1000-0305,ISRO-TEST-UPLOAD-1000,20,11.898,12.127,2.496,2.477,1.0871,1.0865
CMP-1000-0306,ISRO-TEST-UPLOAD-1000,3,11.489,12.039,2.224,2.251,1.1627,1.169
CMP-1000-0307,ISRO-TEST-UPLOAD-1000,16,10.767,10.98,2.738,2.763,1.2829,1.2884
CMP-1000-0308,ISRO-TEST-UPLOAD-1000,25,10.738,10.751,2.858,2.901,1.2039,1.2003
CMP-1000-0309,ISRO-TEST-UPLOAD-1000,3,8.922,9.07,2.695,2.733,1.258,1.2624
CMP-1000-0310,ISRO-TEST-UPLOAD-1000,25,10.776,11.187,2.469,2.461,1.2195,1.2204
CMP-1000-0311,ISRO-TEST-UPLOAD-1000,18,11.088,11.603,2.632,2.67,1.1542,1.1627
CMP-1000-0312,ISRO-TEST-UPLOAD-1000,14,9.468,9.512,2.448,2.512,1.2068,1.2154
CMP-1000-0313,ISRO-TEST-UPLOAD-1000,18,11.159,11.363,2.138,2.17,1.1735,1.1807
CMP-1000-0314,ISRO-TEST-UPLOAD-1000,2,8.078,8.308,2.684,2.67,1.22,1.227
CMP-1000-0315,ISRO-TEST-UPLOAD-1000,22,9.497,9.628,2.287,2.329,1.1314,1.1293
CMP-1000-0316,ISRO-TEST-UPLOAD-1000,3,10.369,10.477,2.553,2.604,1.3346,1.3386
CMP-1000-0317,ISRO-TEST-UPLOAD-1000,16,10.901,11.281,2.769,2.766,1.0909,1.0972
CMP-1000-0318,ISRO-TEST-UPLOAD-1000,9,11.114,11.293,2.533,2.574,1.2427,1.2415
CMP-1000-0319,ISRO-TEST-UPLOAD-1000,4,11.093,11.232,2.914,2.944,1.1859,1.1885
CMP-1000-0320,ISRO-TEST-UPLOAD-1000,1,10.378,10.531,3.131,3.147,1.1949,1.1926
CMP-1000-0321,ISRO-TEST-UPLOAD-1000,4,11.108,11.225,2.696,2.738,1.2442,1.2431
CMP-1000-0322,ISRO-TEST-UPLOAD-1000,1,9.063,9.326,2.755,2.819,1.1353,1.1306
CMP-1000-0323,ISRO-TEST-UPLOAD-1000,14,8.819,8.973,2.333,2.347,1.1563,1.1615
CMP-1000-0324,ISRO-TEST-UPLOAD-1000,21,11.029,11.277,2.698,2.774,1.2633,1.268
CMP-1000-0325,ISRO-TEST-UPLOAD-1000,16,12.594,12.937,2.579,2.602,1.2638,1.265
CMP-1000-0326,ISRO-TEST-UPLOAD-1000,20,40.659,42.996,7.235,8.035,1.4989,1.5489
CMP-1000-0327,ISRO-TEST-UPLOAD-1000,24,9.68,9.903,2.531,2.578,1.2351,1.2383
CMP-1000-0328,ISRO-TEST-UPLOAD-1000,8,11.492,11.812,2.262,2.295,1.2539,1.26
CMP-1000-0329,ISRO-TEST-UPLOAD-1000,7,9.623,9.659,2.38,2.414,1.2429,1.2446
CMP-1000-0330,ISRO-TEST-UPLOAD-1000,3,7.847,8.06,2.156,2.185,1.2609,1.2635
CMP-1000-0331,ISRO-TEST-UPLOAD-1000,17,12.674,13.019,2.197,2.207,1.246,1.2496
CMP-1000-0332,ISRO-TEST-UPLOAD-1000,1,73.85,83.15,24.315,27.315,3.0756,3.2756
CMP-1000-0333,ISRO-TEST-UPLOAD-1000,16,9.723,9.755,2.802,2.763,1.1409,1.1433
CMP-1000-0334,ISRO-TEST-UPLOAD-1000,12,7.752,8.026,3.119,3.158,1.2603,1.2596
CMP-1000-0335,ISRO-TEST-UPLOAD-1000,19,69.309,76.523,34.481,37.481,3.0002,3.2002
CMP-1000-0336,ISRO-TEST-UPLOAD-1000,22,10.028,10.451,2.438,2.474,1.1542,1.1528
CMP-1000-0337,ISRO-TEST-UPLOAD-1000,23,11.934,11.901,2.98,3.032,1.2661,1.2661
CMP-1000-0338,ISRO-TEST-UPLOAD-1000,22,9.0,9.166,2.69,2.749,1.4046,1.4028
CMP-1000-0339,ISRO-TEST-UPLOAD-1000,14,10.186,10.705,2.764,2.8,1.0937,1.0952
CMP-1000-0340,ISRO-TEST-UPLOAD-1000,6,11.09,11.314,2.812,2.827,1.1071,1.1042
CMP-1000-0341,ISRO-TEST-UPLOAD-1000,6,11.901,12.118,2.827,2.826,1.1767,1.176
CMP-1000-0342,ISRO-TEST-UPLOAD-1000,13,11.542,11.9,3.228,3.247,1.1333,1.1339
CMP-1000-0343,ISRO-TEST-UPLOAD-1000,19,10.757,10.93,2.634,2.687,1.1251,1.1293
CMP-1000-0344,ISRO-TEST-UPLOAD-1000,22,10.636,10.851,2.514,2.574,1.1188,1.117
CMP-1000-0345,ISRO-TEST-UPLOAD-1000,8,10.9,11.073,2.775,2.81,1.4182,1.4175
CMP-1000-0346,ISRO-TEST-UPLOAD-1000,2,10.383,10.575,2.953,3.02,1.0293,1.0252
CMP-1000-0347,ISRO-TEST-UPLOAD-1000,21,10.689,11.014,2.552,2.602,1.1297,1.1364
CMP-1000-0348,ISRO-TEST-UPLOAD-1000,1,10.065,10.378,2.719,2.776,1.2048,1.21
CMP-1000-0349,ISRO-TEST-UPLOAD-1000,15,10.735,15.244,2.446,2.846,1.2463,1.3263
CMP-1000-0350,ISRO-TEST-UPLOAD-1000,1,68.977,73.625,25.643,28.643,3.1618,3.3618
CMP-1000-0351,ISRO-TEST-UPLOAD-1000,5,10.014,10.182,2.836,2.827,1.3238,1.3236
CMP-1000-0352,ISRO-TEST-UPLOAD-1000,16,57.026,61.137,22.39,25.39,3.06,3.26
CMP-1000-0353,ISRO-TEST-UPLOAD-1000,19,57.961,63.846,16.186,19.186,2.7052,2.9052
CMP-1000-0354,ISRO-TEST-UPLOAD-1000,4,11.474,11.691,2.535,2.565,1.3697,1.3782
CMP-1000-0355,ISRO-TEST-UPLOAD-1000,3,63.757,67.949,33.163,36.163,2.6976,2.8976
CMP-1000-0356,ISRO-TEST-UPLOAD-1000,17,11.687,12.02,2.129,2.169,1.3219,1.3159
CMP-1000-0357,ISRO-TEST-UPLOAD-1000,17,11.315,11.463,2.549,2.564,1.3729,1.3783
CMP-1000-0358,ISRO-TEST-UPLOAD-1000,12,10.614,10.986,2.442,2.469,1.1683,1.1712
CMP-1000-0359,ISRO-TEST-UPLOAD-1000,14,9.943,10.115,2.55,2.593,1.0122,1.023
CMP-1000-0360,ISRO-TEST-UPLOAD-1000,21,11.91,12.15,2.379,2.415,1.1116,1.1183
CMP-1000-0361,ISRO-TEST-UPLOAD-1000,6,9.897,10.074,2.332,2.382,1.2896,1.283
CMP-1000-0362,ISRO-TEST-UPLOAD-1000,3,11.859,11.887,2.8,2.857,1.1633,1.1604
CMP-1000-0363,ISRO-TEST-UPLOAD-1000,9,11.301,11.668,2.282,2.311,1.1865,1.186
CMP-1000-0364,ISRO-TEST-UPLOAD-1000,5,10.998,11.17,2.382,2.408,1.2254,1.2377
CMP-1000-0365,ISRO-TEST-UPLOAD-1000,24,8.654,8.769,3.098,3.129,1.1244,1.1291
CMP-1000-0366,ISRO-TEST-UPLOAD-1000,17,11.976,12.173,2.201,2.241,1.0142,1.0128
CMP-1000-0367,ISRO-TEST-UPLOAD-1000,14,9.414,9.538,2.635,2.664,1.2792,1.2762
CMP-1000-0368,ISRO-TEST-UPLOAD-1000,21,10.325,10.451,2.63,2.71,1.1589,1.1608
CMP-1000-0369,ISRO-TEST-UPLOAD-1000,3,9.301,9.766,2.66,2.729,1.1448,1.1469
CMP-1000-0370,ISRO-TEST-UPLOAD-1000,1,10.349,10.418,2.254,2.271,1.2009,1.208
CMP-1000-0371,ISRO-TEST-UPLOAD-1000,20,10.013,10.181,1.631,1.693,1.1984,1.196
CMP-1000-0372,ISRO-TEST-UPLOAD-1000,21,11.396,11.576,1.824,1.799,1.1226,1.1257
CMP-1000-0373,ISRO-TEST-UPLOAD-1000,23,12.485,17.84,2.714,3.114,1.2475,1.3275
CMP-1000-0374,ISRO-TEST-UPLOAD-1000,1,9.053,9.166,2.768,2.789,1.2259,1.2293
CMP-1000-0375,ISRO-TEST-UPLOAD-1000,3,12.152,17.542,2.96,3.36,1.0156,1.0956
CMP-1000-0376,ISRO-TEST-UPLOAD-1000,18,11.822,12.181,2.272,2.294,1.2088,1.2183
CMP-1000-0377,ISRO-TEST-UPLOAD-1000,25,9.541,9.63,2.348,2.414,1.1246,1.1318
CMP-1000-0378,ISRO-TEST-UPLOAD-1000,10,8.406,8.713,2.257,2.299,1.3512,1.3529
CMP-1000-0379,ISRO-TEST-UPLOAD-1000,22,10.485,10.785,2.768,2.838,1.2159,1.2146
CMP-1000-0380,ISRO-TEST-UPLOAD-1000,3,9.062,9.366,1.753,1.795,1.1592,1.1634
CMP-1000-0381,ISRO-TEST-UPLOAD-1000,8,73.833,77.723,26.52,29.52,2.8637,3.0637
CMP-1000-0382,ISRO-TEST-UPLOAD-1000,14,12.119,12.08,2.511,2.577,1.1252,1.1305
CMP-1000-0383,ISRO-TEST-UPLOAD-1000,24,12.287,12.47,2.812,2.824,1.1379,1.1451
CMP-1000-0384,ISRO-TEST-UPLOAD-1000,18,8.82,8.935,2.554,2.612,1.0632,1.0746
CMP-1000-0385,ISRO-TEST-UPLOAD-1000,15,12.793,12.886,2.874,2.949,1.2452,1.2496
CMP-1000-0386,ISRO-TEST-UPLOAD-1000,22,9.972,9.899,2.611,2.628,1.2377,1.2349
CMP-1000-0387,ISRO-TEST-UPLOAD-1000,23,12.344,12.584,2.162,2.155,1.1668,1.1703
CMP-1000-0388,ISRO-TEST-UPLOAD-1000,2,10.472,10.639,2.694,2.762,1.1521,1.1543
CMP-1000-0389,ISRO-TEST-UPLOAD-1000,10,11.016,11.146,2.685,2.718,1.228,1.2267
CMP-1000-0390,ISRO-TEST-UPLOAD-1000,2,11.277,11.595,2.55,2.635,1.2271,1.2287
CMP-1000-0391,ISRO-TEST-UPLOAD-1000,17,9.781,10.147,2.752,2.77,1.214,1.2089
CMP-1000-0392,ISRO-TEST-UPLOAD-1000,8,10.274,10.458,2.664,2.664,1.2387,1.2451
CMP-1000-0393,ISRO-TEST-UPLOAD-1000,1,10.671,11.027,2.498,2.511,1.1946,1.2023
CMP-1000-0394,ISRO-TEST-UPLOAD-1000,9,11.254,11.411,2.357,2.374,1.069,1.0723
CMP-1000-0395,ISRO-TEST-UPLOAD-1000,11,10.071,10.388,2.932,2.966,1.074,1.0812
CMP-1000-0396,ISRO-TEST-UPLOAD-1000,22,9.396,9.55,2.574,2.584,1.3006,1.2996
CMP-1000-0397,ISRO-TEST-UPLOAD-1000,16,12.421,12.426,2.762,2.837,1.1422,1.1395
CMP-1000-0398,ISRO-TEST-UPLOAD-1000,7,7.714,7.925,2.434,2.453,1.2482,1.2452
CMP-1000-0399,ISRO-TEST-UPLOAD-1000,10,11.58,19.299,2.809,3.209,1.2349,1.3149
CMP-1000-0400,ISRO-TEST-UPLOAD-1000,23,10.53,10.882,2.49,2.498,1.1621,1.171
CMP-1000-0401,ISRO-TEST-UPLOAD-1000,3,45.307,47.564,5.767,6.567,1.5636,1.6136
CMP-1000-0402,ISRO-TEST-UPLOAD-1000,18,10.265,10.476,2.549,2.621,1.1154,1.1221
CMP-1000-0403,ISRO-TEST-UPLOAD-1000,25,55.636,63.406,29.798,32.798,3.7786,3.9786
CMP-1000-0404,ISRO-TEST-UPLOAD-1000,24,10.043,10.337,2.154,2.168,1.1928,1.1959
CMP-1000-0405,ISRO-TEST-UPLOAD-1000,13,9.526,10.03,2.226,2.272,1.3172,1.327
CMP-1000-0406,ISRO-TEST-UPLOAD-1000,7,44.87,47.217,7.255,8.055,1.5487,1.5987
CMP-1000-0407,ISRO-TEST-UPLOAD-1000,25,10.077,10.299,2.519,2.546,1.1608,1.1652
CMP-1000-0408,ISRO-TEST-UPLOAD-1000,4,10.676,10.965,2.35,2.365,1.2126,1.2115
CMP-1000-0409,ISRO-TEST-UPLOAD-1000,13,11.146,11.575,2.751,2.793,1.1717,1.1684
CMP-1000-0410,ISRO-TEST-UPLOAD-1000,20,10.751,11.027,2.515,2.611,1.2797,1.2885
CMP-1000-0411,ISRO-TEST-UPLOAD-1000,1,11.151,11.518,2.384,2.393,1.0339,1.039
CMP-1000-0412,ISRO-TEST-UPLOAD-1000,8,11.372,11.667,2.086,2.12,1.2717,1.2737
CMP-1000-0413,ISRO-TEST-UPLOAD-1000,14,11.325,11.429,2.751,2.735,1.1487,1.1592
CMP-1000-0414,ISRO-TEST-UPLOAD-1000,16,9.359,9.568,2.839,2.877,1.0565,1.0636
CMP-1000-0415,ISRO-TEST-UPLOAD-1000,14,9.388,9.702,2.205,2.257,1.1801,1.1854
CMP-1000-0416,ISRO-TEST-UPLOAD-1000,12,9.72,10.075,2.363,2.382,1.246,1.2379
CMP-1000-0417,ISRO-TEST-UPLOAD-1000,19,11.321,11.254,2.013,2.033,1.144,1.1494
CMP-1000-0418,ISRO-TEST-UPLOAD-1000,23,12.038,12.358,2.809,2.802,1.0728,1.0744
CMP-1000-0419,ISRO-TEST-UPLOAD-1000,15,13.886,14.496,2.282,2.34,1.3159,1.3221
CMP-1000-0420,ISRO-TEST-UPLOAD-1000,2,10.354,10.619,1.98,2.013,1.0725,1.0769
CMP-1000-0421,ISRO-TEST-UPLOAD-1000,2,44.074,45.744,7.276,8.076,1.7255,1.7755
CMP-1000-0422,ISRO-TEST-UPLOAD-1000,23,11.631,11.811,2.482,2.493,1.196,1.1951
CMP-1000-0423,ISRO-TEST-UPLOAD-1000,22,10.758,10.97,2.257,2.254,1.2067,1.2116
CMP-1000-0424,ISRO-TEST-UPLOAD-1000,19,9.247,9.748,2.668,2.67,1.2711,1.2786
CMP-1000-0425,ISRO-TEST-UPLOAD-1000,25,11.056,11.197,1.914,1.965,1.2735,1.2852
CMP-1000-0426,ISRO-TEST-UPLOAD-1000,22,10.132,10.412,2.194,2.236,1.2827,1.2821
CMP-1000-0427,ISRO-TEST-UPLOAD-1000,22,8.385,8.505,2.666,2.677,1.2756,1.2884
CMP-1000-0428,ISRO-TEST-UPLOAD-1000,17,10.912,18.458,2.926,3.326,1.2279,1.3079
CMP-1000-0429,ISRO-TEST-UPLOAD-1000,20,10.277,10.598,2.515,2.53,1.2548,1.255
CMP-1000-0430,ISRO-TEST-UPLOAD-1000,10,11.066,11.336,2.577,2.637,1.2955,1.2919
CMP-1000-0431,ISRO-TEST-UPLOAD-1000,6,11.041,11.115,2.335,2.332,1.1468,1.1502
CMP-1000-0432,ISRO-TEST-UPLOAD-1000,15,10.596,11.01,2.637,2.704,1.2582,1.2558
CMP-1000-0433,ISRO-TEST-UPLOAD-1000,22,9.912,10.102,2.554,2.61,1.2472,1.2555
CMP-1000-0434,ISRO-TEST-UPLOAD-1000,11,12.781,17.25,2.141,2.541,1.1391,1.2191
CMP-1000-0435,ISRO-TEST-UPLOAD-1000,5,9.298,9.723,2.833,2.888,1.2277,1.2266
CMP-1000-0436,ISRO-TEST-UPLOAD-1000,1,11.659,11.845,2.463,2.49,1.1678,1.1687
CMP-1000-0437,ISRO-TEST-UPLOAD-1000,8,10.021,10.32,2.295,2.329,1.1526,1.1631
CMP-1000-0438,ISRO-TEST-UPLOAD-1000,21,11.317,11.679,2.537,2.552,1.1902,1.1929
CMP-1000-0439,ISRO-TEST-UPLOAD-1000,12,9.013,9.016,2.535,2.559,1.1009,1.0987
CMP-1000-0440,ISRO-TEST-UPLOAD-1000,12,12.603,12.812,2.699,2.765,1.1823,1.1906
CMP-1000-0441,ISRO-TEST-UPLOAD-1000,5,9.701,9.91,2.299,2.311,1.1199,1.1194
CMP-1000-0442,ISRO-TEST-UPLOAD-1000,7,9.97,10.386,3.011,3.063,1.1151,1.1198
CMP-1000-0443,ISRO-TEST-UPLOAD-1000,4,10.187,10.308,2.057,2.077,1.2745,1.2827
CMP-1000-0444,ISRO-TEST-UPLOAD-1000,6,9.0,9.367,2.62,2.592,1.2674,1.2693
CMP-1000-0445,ISRO-TEST-UPLOAD-1000,13,9.576,9.776,2.699,2.776,1.1986,1.2063
CMP-1000-0446,ISRO-TEST-UPLOAD-1000,20,10.416,10.621,2.184,2.244,1.3435,1.344
CMP-1000-0447,ISRO-TEST-UPLOAD-1000,15,9.851,9.944,2.34,2.369,1.2847,1.2858
CMP-1000-0448,ISRO-TEST-UPLOAD-1000,3,10.069,10.292,2.793,2.834,1.1672,1.1742
CMP-1000-0449,ISRO-TEST-UPLOAD-1000,23,12.142,12.566,2.975,2.995,1.0458,1.0386
CMP-1000-0450,ISRO-TEST-UPLOAD-1000,8,9.241,9.537,2.808,2.867,1.2478,1.244
CMP-1000-0451,ISRO-TEST-UPLOAD-1000,20,12.147,12.393,2.365,2.421,1.1805,1.1794
CMP-1000-0452,ISRO-TEST-UPLOAD-1000,16,13.279,13.667,2.361,2.313,1.1866,1.1828
CMP-1000-0453,ISRO-TEST-UPLOAD-1000,13,10.766,10.88,2.445,2.455,1.205,1.2104
CMP-1000-0454,ISRO-TEST-UPLOAD-1000,18,11.144,11.271,2.615,2.654,1.2358,1.2379
CMP-1000-0455,ISRO-TEST-UPLOAD-1000,10,10.962,11.288,2.53,2.554,1.2209,1.2222
CMP-1000-0456,ISRO-TEST-UPLOAD-1000,19,11.048,11.144,2.52,2.574,1.1224,1.1293
CMP-1000-0457,ISRO-TEST-UPLOAD-1000,17,11.17,11.284,2.474,2.456,1.2907,1.29
CMP-1000-0458,ISRO-TEST-UPLOAD-1000,24,10.374,10.606,2.593,2.583,1.3537,1.3564
CMP-1000-0459,ISRO-TEST-UPLOAD-1000,19,12.093,12.502,2.659,2.689,1.0636,1.0658
CMP-1000-0460,ISRO-TEST-UPLOAD-1000,23,12.05,12.321,2.137,2.17,1.2376,1.2359
CMP-1000-0461,ISRO-TEST-UPLOAD-1000,5,9.732,9.887,2.347,2.367,1.1295,1.1324
CMP-1000-0462,ISRO-TEST-UPLOAD-1000,21,8.951,9.145,2.614,2.648,1.2354,1.2395
CMP-1000-0463,ISRO-TEST-UPLOAD-1000,23,10.401,10.602,2.563,2.624,1.1027,1.1039
CMP-1000-0464,ISRO-TEST-UPLOAD-1000,9,9.604,10.07,2.584,2.6,1.2218,1.2153
CMP-1000-0465,ISRO-TEST-UPLOAD-1000,12,10.713,10.959,2.787,2.783,1.2513,1.2619
CMP-1000-0466,ISRO-TEST-UPLOAD-1000,21,11.215,11.409,2.717,2.746,1.3391,1.3403
CMP-1000-0467,ISRO-TEST-UPLOAD-1000,1,10.558,10.694,2.496,2.514,1.1926,1.1876
CMP-1000-0468,ISRO-TEST-UPLOAD-1000,1,10.96,11.334,2.438,2.498,1.1794,1.181
CMP-1000-0469,ISRO-TEST-UPLOAD-1000,15,10.569,10.779,2.742,2.787,1.0331,1.0387
CMP-1000-0470,ISRO-TEST-UPLOAD-1000,2,12.107,12.497,2.515,2.565,1.2415,1.2476
CMP-1000-0471,ISRO-TEST-UPLOAD-1000,22,11.791,12.076,2.157,2.186,1.1085,1.1093
CMP-1000-0472,ISRO-TEST-UPLOAD-1000,16,10.25,10.288,2.266,2.323,1.2618,1.2675
CMP-1000-0473,ISRO-TEST-UPLOAD-1000,25,10.764,10.928,2.817,2.856,1.1587,1.1559
CMP-1000-0474,ISRO-TEST-UPLOAD-1000,8,11.379,11.628,2.525,2.536,1.1973,1.195
CMP-1000-0475,ISRO-TEST-UPLOAD-1000,13,9.643,9.548,2.353,2.377,1.0707,1.0748
CMP-1000-0476,ISRO-TEST-UPLOAD-1000,21,6.984,7.158,2.523,2.604,1.2373,1.2351
CMP-1000-0477,ISRO-TEST-UPLOAD-1000,1,11.184,11.41,2.989,2.976,1.0811,1.0872
CMP-1000-0478,ISRO-TEST-UPLOAD-1000,16,11.554,11.802,1.812,1.813,1.2225,1.2271
CMP-1000-0479,ISRO-TEST-UPLOAD-1000,7,10.137,10.354,2.507,2.527,1.2042,1.2055
CMP-1000-0480,ISRO-TEST-UPLOAD-1000,5,10.129,10.383,2.215,2.235,1.2508,1.2499
CMP-1000-0481,ISRO-TEST-UPLOAD-1000,22,10.807,11.044,2.445,2.482,1.2095,1.2075
CMP-1000-0482,ISRO-TEST-UPLOAD-1000,23,9.858,10.198,2.387,2.422,1.1628,1.1619
CMP-1000-0483,ISRO-TEST-UPLOAD-1000,3,10.573,10.667,2.729,2.765,1.0933,1.0963
CMP-1000-0484,ISRO-TEST-UPLOAD-1000,12,11.671,16.492,3.153,3.553,1.2888,1.3688
CMP-1000-0485,ISRO-TEST-UPLOAD-1000,16,10.618,10.707,2.434,2.457,1.2294,1.2349
CMP-1000-0486,ISRO-TEST-UPLOAD-1000,19,10.986,10.99,2.583,2.574,1.1437,1.1419
CMP-1000-0487,ISRO-TEST-UPLOAD-1000,5,10.674,10.978,2.539,2.631,1.2529,1.2621
CMP-1000-0488,ISRO-TEST-UPLOAD-1000,22,12.224,12.551,2.909,3.009,1.1199,1.1168
