Component_ID,Lot_ID,Wafer_ID,Stress_Temp_C,Defect_Type,Ground_Truth_Failure,Iddq_0h,Iddq_24h,Iddq_96h,Iddq_168h,Ileak_0h,Ileak_24h,Ileak_96h,Ileak_168h,PropDelay_0h,PropDelay_24h,PropDelay_96h,PropDelay_168h
CMP-2026-0912,ISRO-TRAIN-LOT-2026,15,125.0,HEALTHY,0,12.359,12.626,12.726,12.818,2.404,2.419,2.503,2.565,1.2517,1.2528,1.2518,1.2853
CMP-2026-0913,ISRO-TRAIN-LOT-2026,2,125.0,HEALTHY,0,9.317,9.672,10.282,10.337,2.565,2.61,2.664,2.622,1.3122,1.3189,1.335,1.3346
CMP-2026-0914,ISRO-TRAIN-LOT-2026,2,125.0,HEALTHY,0,11.254,11.775,11.971,12.161,2.965,3.014,3.001,3.164,1.1974,1.1932,1.2158,1.2294
CMP-2026-0915,ISRO-TRAIN-LOT-2026,9,125.0,HEALTHY,0,10.817,11.155,11.78,11.685,2.693,2.764,2.862,2.78,1.1577,1.1637,1.1664,1.1823
CMP-2026-0916,ISRO-TRAIN-LOT-2026,15,125.0,HEALTHY,0,11.231,11.547,11.214,11.808,2.795,2.783,2.883,2.9,1.2738,1.266,1.2763,1.3055
CMP-2026-0917,ISRO-TRAIN-LOT-2026,6,125.0,HEALTHY,0,11.944,12.082,12.052,12.272,2.361,2.364,2.409,2.369,1.1118,1.1119,1.1341,1.1292
CMP-2026-0918,ISRO-TRAIN-LOT-2026,17,125.0,HEALTHY,0,8.807,8.775,9.009,9.158,2.458,2.489,2.6,2.521,1.3075,1.3047,1.3278,1.3309
CMP-2026-0919,ISRO-TRAIN-LOT-2026,18,125.0,HEALTHY,0,10.736,10.986,11.208,11.136,2.289,2.254,2.386,2.33,1.1523,1.164,1.1741,1.2014
CMP-2026-0920,ISRO-TRAIN-LOT-2026,2,125.0,HEALTHY,0,9.85,10.044,10.596,10.604,2.448,2.509,2.592,2.593,1.1623,1.1591,1.1642,1.1795
CMP-2026-0921,ISRO-TRAIN-LOT-2026,15,125.0,HEALTHY,0,8.484,8.733,9.134,9.207,2.704,2.776,2.787,2.887,1.0819,1.0912,1.0731,1.1138
CMP-2026-0922,ISRO-TRAIN-LOT-2026,20,125.0,HEALTHY,0,11.206,11.353,11.976,12.015,3.125,3.165,3.211,3.214,1.146,1.1515,1.1656,1.1701
CMP-2026-0923,ISRO-TRAIN-LOT-2026,22,125.0,HEALTHY,0,9.887,10.105,10.198,10.567,2.373,2.378,2.438,2.322,1.1697,1.1743,1.1768,1.2128
CMP-2026-0924,ISRO-TRAIN-LOT-2026,1,125.0,HEALTHY,0,11.602,11.749,11.861,12.016,3.375,3.442,3.458,3.423,1.1745,1.1802,1.1777,1.2039
CMP-2026-0925,ISRO-TRAIN-LOT-2026,5,125.0,HEALTHY,0,10.121,10.388,10.702,11.24,2.446,2.473,2.562,2.531,1.1531,1.1505,1.1555,1.1724
CMP-2026-0926,ISRO-TRAIN-LOT-2026,1,125.0,HEALTHY,0,12.312,12.586,12.742,13.163,2.288,2.343,2.357,2.39,1.1837,1.19,1.1896,1.2142
CMP-2026-0927,ISRO-TRAIN-LOT-2026,21,125.0,HEALTHY,0,9.309,9.714,10.096,10.661,2.751,2.824,2.803,2.877,1.187,1.1846,1.1986,1.2319
CMP-2026-0928,ISRO-TRAIN-LOT-2026,7,125.0,LATENT_DRIFT,1,13.303,19.335,47.622,87.445,2.768,3.168,5.268,11.768,1.2911,1.3711,1.6211,2.1711
CMP-2026-0929,ISRO-TRAIN-LOT-2026,13,125.0,HEALTHY,0,10.322,10.706,10.746,11.114,2.332,2.391,2.462,2.53,1.2737,1.2844,1.2908,1.3163
CMP-2026-0930,ISRO-TRAIN-LOT-2026,12,125.0,HEALTHY,0,10.342,10.542,10.699,10.655,2.739,2.774,2.798,2.81,1.2471,1.2489,1.2627,1.2826
CMP-2026-0931,ISRO-TRAIN-LOT-2026,9,125.0,HEALTHY,0,10.106,10.365,10.664,11.118,1.915,1.92,1.978,2.002,1.0822,1.0783,1.0837,1.122
CMP-2026-0932,ISRO-TRAIN-LOT-2026,5,125.0,HEALTHY,0,11.405,11.563,11.878,12.238,2.266,2.269,2.348,2.402,1.268,1.2688,1.2865,1.2942
CMP-2026-0933,ISRO-TRAIN-LOT-2026,14,125.0,HEALTHY,0,10.137,10.189,10.559,10.759,2.76,2.793,2.806,2.857,1.2187,1.2352,1.2377,1.2353
CMP-2026-0934,ISRO-TRAIN-LOT-2026,25,125.0,HEALTHY,0,12.265,12.532,12.909,13.431,2.247,2.265,2.279,2.381,1.2069,1.2066,1.2117,1.249
CMP-2026-0935,ISRO-TRAIN-LOT-2026,19,125.0,HEALTHY,0,11.593,11.836,12.534,12.339,2.319,2.347,2.385,2.454,1.2519,1.2565,1.2608,1.2759
CMP-2026-0936,ISRO-TRAIN-LOT-2026,5,125.0,HEALTHY,0,9.886,10.213,10.327,10.604,2.832,2.879,2.943,2.86,1.2079,1.1995,1.2134,1.234
CMP-2026-0937,ISRO-TRAIN-LOT-2026,20,125.0,HEALTHY,0,10.45,11.02,11.103,11.246,1.982,2.013,2.03,2.048,1.2156,1.2172,1.2063,1.2471
CMP-2026-0938,ISRO-TRAIN-LOT-2026,21,125.0,HEALTHY,0,10.419,10.402,11.023,10.818,2.559,2.656,2.608,2.648,1.2597,1.2623,1.2845,1.2795
CMP-2026-0939,ISRO-TRAIN-LOT-2026,10,125.0,HEALTHY,0,10.284,10.526,10.862,11.294,2.764,2.786,2.898,2.84,1.272,1.2697,1.2938,1.3074
CMP-2026-0940,ISRO-TRAIN-LOT-2026,16,125.0,HEALTHY,0,12.394,12.572,12.756,12.892,2.508,2.542,2.572,2.604,1.3257,1.3401,1.324,1.3568
CMP-2026-0941,ISRO-TRAIN-LOT-2026,11,125.0,GROSS_OUTLIER,1,66.931,70.578,81.322,108.589,29.451,32.451,37.451,45.451,2.709,2.909,3.309,3.909
CMP-2026-0942,ISRO-TRAIN-LOT-2026,7,125.0,HEALTHY,0,11.841,11.84,11.906,12.09,2.415,2.478,2.504,2.444,1.3003,1.2915,1.3124,1.3413
CMP-2026-0943,ISRO-TRAIN-LOT-2026,11,125.0,HEALTHY,0,11.221,11.534,11.694,11.865,2.701,2.748,2.735,2.861,1.2325,1.2368,1.2535,1.2657
CMP-2026-0944,ISRO-TRAIN-LOT-2026,2,125.0,HEALTHY,0,12.091,12.171,12.547,12.013,2.212,2.239,2.243,2.279,1.1857,1.1836,1.1933,1.2195
CMP-2026-0945,ISRO-TRAIN-LOT-2026,15,125.0,HEALTHY,0,11.0,11.278,11.311,11.886,2.431,2.454,2.461,2.553,1.2236,1.2221,1.2407,1.2498
CMP-2026-0946,ISRO-TRAIN-LOT-2026,1,125.0,HEALTHY,0,9.991,10.415,10.833,10.699,2.443,2.576,2.451,2.545,1.3988,1.4052,1.4034,1.4415
CMP-2026-0947,ISRO-TRAIN-LOT-2026,23,125.0,HEALTHY,0,9.357,9.404,9.619,9.988,2.678,2.727,2.724,2.839,1.1796,1.1668,1.1984,1.2257
CMP-2026-0948,ISRO-TRAIN-LOT-2026,23,125.0,HEALTHY,0,11.734,12.115,12.197,12.288,2.234,2.263,2.294,2.301,1.1757,1.1684,1.1979,1.2014
CMP-2026-0949,ISRO-TRAIN-LOT-2026,4,125.0,HEALTHY,0,9.805,10.32,10.558,10.808,2.075,2.166,2.198,2.186,1.3509,1.3434,1.3635,1.3761
CMP-2026-0950,ISRO-TRAIN-LOT-2026,21,125.0,HEALTHY,0,11.598,11.864,12.444,12.037,2.379,2.379,2.387,2.511,1.2227,1.2189,1.2322,1.256
CMP-2026-0951,ISRO-TRAIN-LOT-2026,10,125.0,HEALTHY,0,8.758,8.793,9.226,9.101,2.685,2.696,2.752,2.682,1.1799,1.1781,1.1931,1.2242
CMP-2026-0952,ISRO-TRAIN-LOT-2026,11,125.0,HEALTHY,0,9.885,10.022,10.477,10.586,2.565,2.628,2.709,2.681,1.1395,1.1349,1.145,1.1893
CMP-2026-0953,ISRO-TRAIN-LOT-2026,2,125.0,HEALTHY,0,8.354,8.628,8.767,9.105,2.407,2.44,2.523,2.6,1.1906,1.1863,1.2178,1.2388
CMP-2026-0954,ISRO-TRAIN-LOT-2026,16,125.0,LATENT_PAT_OUTLIER,1,37.211,39.105,41.769,45.325,7.639,8.439,9.639,11.439,1.4496,1.4996,1.5796,1.6996
CMP-2026-0955,ISRO-TRAIN-LOT-2026,12,125.0,HEALTHY,0,12.364,12.737,13.216,13.516,2.496,2.567,2.656,2.537,1.0595,1.0558,1.0768,1.093
CMP-2026-0956,ISRO-TRAIN-LOT-2026,7,125.0,HEALTHY,0,10.391,10.432,10.996,11.065,2.563,2.56,2.579,2.733,1.2198,1.2214,1.2317,1.2484
CMP-2026-0957,ISRO-TRAIN-LOT-2026,2,125.0,HEALTHY,0,9.751,9.935,10.475,10.655,2.387,2.392,2.486,2.458,1.2674,1.2626,1.2734,1.2842
CMP-2026-0958,ISRO-TRAIN-LOT-2026,11,125.0,HEALTHY,0,10.429,10.819,11.248,11.116,2.702,2.766,2.789,2.776,1.2656,1.2705,1.2664,1.2834
CMP-2026-0959,ISRO-TRAIN-LOT-2026,23,125.0,HEALTHY,0,11.438,11.507,11.798,12.235,2.261,2.254,2.31,2.334,1.1666,1.1654,1.1757,1.2055
CMP-2026-0960,ISRO-TRAIN-LOT-2026,3,125.0,HEALTHY,0,8.999,9.307,9.749,9.804,2.696,2.693,2.846,2.837,1.2701,1.2783,1.2859,1.3017
CMP-2026-0961,ISRO-TRAIN-LOT-2026,12,125.0,GROSS_OUTLIER,1,59.861,62.171,72.811,93.716,30.022,33.022,38.022,46.022,2.9589,3.1589,3.5589,4.1589
CMP-2026-0962,ISRO-TRAIN-LOT-2026,1,125.0,HEALTHY,0,10.619,10.83,11.351,11.37,2.047,2.105,2.137,2.123,1.0972,1.101,1.1166,1.1246
CMP-2026-0963,ISRO-TRAIN-LOT-2026,18,125.0,HEALTHY,0,9.578,9.641,10.182,9.961,2.172,2.214,2.319,2.239,1.1496,1.1406,1.1643,1.1825
CMP-2026-0964,ISRO-TRAIN-LOT-2026,4,125.0,HEALTHY,0,11.51,11.907,12.359,12.176,2.011,2.029,2.037,2.113,1.2562,1.253,1.2599,1.3008
CMP-2026-0965,ISRO-TRAIN-LOT-2026,12,125.0,HEALTHY,0,12.417,12.735,13.128,13.422,2.707,2.69,2.768,2.839,1.3029,1.3096,1.3124,1.3279
CMP-2026-0966,ISRO-TRAIN-LOT-2026,8,125.0,HEALTHY,0,10.688,11.001,11.312,12.058,2.935,2.927,3.029,3.107,1.1164,1.1192,1.1168,1.148
CMP-2026-0967,ISRO-TRAIN-LOT-2026,17,125.0,HEALTHY,0,11.004,11.189,11.432,11.518,2.587,2.629,2.66,2.778,1.2288,1.224,1.2361,1.2715
CMP-2026-0968,ISRO-TRAIN-LOT-2026,17,125.0,HEALTHY,0,10.79,11.171,11.267,11.782,2.246,2.302,2.268,2.382,1.1511,1.1539,1.153,1.1963
CMP-2026-0969,ISRO-TRAIN-LOT-2026,11,125.0,LATENT_PAT_OUTLIER,1,38.791,40.404,43.158,45.931,8.678,9.478,10.678,12.478,1.5622,1.6122,1.6922,1.8122
CMP-2026-0970,ISRO-TRAIN-LOT-2026,11,125.0,HEALTHY,0,11.538,11.861,12.066,12.171,2.115,2.081,2.229,2.175,1.1988,1.2006,1.2001,1.214
CMP-2026-0971,ISRO-TRAIN-LOT-2026,17,125.0,HEALTHY,0,12.759,12.973,13.302,13.489,2.694,2.714,2.682,2.855,1.3393,1.3384,1.3439,1.3684
CMP-2026-0972,ISRO-TRAIN-LOT-2026,23,125.0,HEALTHY,0,12.051,12.348,12.421,13.096,2.152,2.194,2.218,2.23,1.128,1.1346,1.1399,1.1569
CMP-2026-0973,ISRO-TRAIN-LOT-2026,2,125.0,LATENT_PAT_OUTLIER,1,37.329,38.396,41.001,43.684,8.18,8.98,10.18,11.98,1.6811,1.7311,1.8111,1.9311
CMP-2026-0974,ISRO-TRAIN-LOT-2026,7,125.0,LATENT_DRIFT,1,10.982,17.956,49.42,94.794,2.601,3.001,5.101,11.601,1.3311,1.4111,1.6611,2.2111
CMP-2026-0975,ISRO-TRAIN-LOT-2026,21,125.0,HEALTHY,0,11.095,11.523,11.477,11.714,2.447,2.507,2.5,2.524,1.1047,1.1026,1.1155,1.1367
CMP-2026-0976,ISRO-TRAIN-LOT-2026,25,125.0,HEALTHY,0,11.803,11.92,12.278,12.551,2.23,2.201,2.278,2.354,1.136,1.1373,1.1514,1.1605
CMP-2026-0977,ISRO-TRAIN-LOT-2026,12,125.0,HEALTHY,0,9.834,10.003,10.369,10.356,2.138,2.188,2.313,2.307,1.093,1.091,1.098,1.1083
CMP-2026-0978,ISRO-TRAIN-LOT-2026,15,125.0,HEALTHY,0,10.873,11.237,11.739,11.687,2.139,2.16,2.193,2.247,1.2286,1.2327,1.2456,1.2499
CMP-2026-0979,ISRO-TRAIN-LOT-2026,8,125.0,HEALTHY,0,9.476,9.566,9.968,10.057,2.562,2.596,2.696,2.707,1.1756,1.1786,1.1884,1.1932
CMP-2026-0980,ISRO-TRAIN-LOT-2026,8,125.0,HEALTHY,0,10.07,10.099,10.777,10.888,2.625,2.667,2.694,2.717,1.1242,1.1187,1.1424,1.1645
CMP-2026-0981,ISRO-TRAIN-LOT-2026,20,125.0,LATENT_PAT_OUTLIER,1,46.102,47.149,48.65,51.499,7.597,8.397,9.597,11.397,1.5865,1.6365,1.7165,1.8365
CMP-2026-0982,ISRO-TRAIN-LOT-2026,12,125.0,HEALTHY,0,11.525,11.75,12.27,12.16,1.93,1.954,1.955,2.04,1.2891,1.2872,1.3037,1.3186
CMP-2026-0983,ISRO-TRAIN-LOT-2026,18,125.0,HEALTHY,0,10.217,10.351,10.41,10.989,2.862,2.876,2.939,2.874,1.1776,1.1896,1.2022,1.23
CMP-2026-0984,ISRO-TRAIN-LOT-2026,18,125.0,GROSS_OUTLIER,1,78.271,87.948,95.555,113.823,16.185,19.185,24.185,32.185,3.8122,4.0122,4.4122,5.0122
CMP-2026-0985,ISRO-TRAIN-LOT-2026,8,125.0,LATENT_DRIFT,1,11.584,17.504,43.698,80.264,2.513,2.913,5.013,11.513,1.301,1.381,1.631,2.181
CMP-2026-0986,ISRO-TRAIN-LOT-2026,16,125.0,HEALTHY,0,10.469,10.781,11.282,11.648,2.635,2.678,2.7,2.727,1.1206,1.1243,1.1371,1.1538
CMP-2026-0987,ISRO-TRAIN-LOT-2026,24,125.0,HEALTHY,0,12.372,12.549,12.992,13.098,2.02,2.096,2.072,2.129,1.2421,1.2469,1.251,1.2788
CMP-2026-0988,ISRO-TRAIN-LOT-2026,8,125.0,HEALTHY,0,9.819,10.161,10.438,10.445,2.458,2.499,2.616,2.627,1.2126,1.2075,1.2244,1.2493
CMP-2026-0989,ISRO-TRAIN-LOT-2026,17,125.0,HEALTHY,0,13.009,13.341,13.715,13.623,2.76,2.762,2.865,2.847,1.1021,1.0911,1.1033,1.1241
CMP-2026-0990,ISRO-TRAIN-LOT-2026,13,125.0,HEALTHY,0,9.12,9.521,9.59,9.809,2.81,2.82,2.858,2.894,1.287,1.2837,1.2895,1.308
CMP-2026-0991,ISRO-TRAIN-LOT-2026,21,125.0,HEALTHY,0,10.81,10.958,10.945,11.555,2.518,2.555,2.594,2.571,1.2091,1.2098,1.2253,1.2537
CMP-2026-0992,ISRO-TRAIN-LOT-2026,16,125.0,HEALTHY,0,10.565,10.983,11.479,11.128,2.6,2.628,2.631,2.562,1.1452,1.1447,1.1533,1.1728
CMP-2026-0993,ISRO-TRAIN-LOT-2026,9,125.0,HEALTHY,0,10.476,10.658,11.008,11.153,1.974,2.003,2.115,2.081,1.3031,1.3083,1.3069,1.3349
CMP-2026-0994,ISRO-TRAIN-LOT-2026,22,125.0,HEALTHY,0,12.073,12.234,12.787,12.396,2.452,2.478,2.615,2.508,1.1988,1.2055,1.2029,1.2371
CMP-2026-0995,ISRO-TRAIN-LOT-2026,15,125.0,HEALTHY,0,10.78,11.21,11.884,11.959,2.816,2.829,2.963,2.965,1.1568,1.1498,1.1675,1.188
CMP-2026-0996,ISRO-TRAIN-LOT-2026,17,125.0,HEALTHY,0,12.592,12.73,12.616,12.903,2.824,2.844,2.783,2.962,1.1472,1.1472,1.1602,1.1852
CMP-2026-0997,ISRO-TRAIN-LOT-2026,23,125.0,HEALTHY,0,11.572,11.909,12.196,12.15,2.589,2.636,2.671,2.685,1.1584,1.1571,1.1644,1.1997
CMP-2026-0998,ISRO-TRAIN-LOT-2026,23,125.0,HEALTHY,0,9.445,9.561,9.581,9.909,2.956,2.988,3.034,3.075,1.174,1.1663,1.1852,1.2079
CMP-2026-0999,ISRO-TRAIN-LOT-2026,7,125.0,HEALTHY,0,9.773,10.167,10.634,11.009,2.197,2.296,2.304,2.301,1.3975,1.3982,1.4077,1.4218
CMP-2026-1000,ISRO-TRAIN-LOT-2026,11,125.0,HEALTHY,0,11.18,11.225,11.854,12.074,2.701,2.743,2.77,2.761,1.0737,1.0752,1.1007,1.1202
CMP-2026-1001,ISRO-TRAIN-LOT-2026,13,125.0,HEALTHY,0,9.583,9.71,10.222,10.769,2.495,2.513,2.524,2.653,1.1412,1.1323,1.1574,1.1613
CMP-2026-1002,ISRO-TRAIN-LOT-2026,16,125.0,HEALTHY,0,10.172,10.546,11.209,11.069,2.503,2.6,2.568,2.57,1.1521,1.1602,1.1711,1.1769
CMP-2026-1003,ISRO-TRAIN-LOT-2026,24,125.0,HEALTHY,0,10.491,10.638,10.75,10.892,2.14,2.187,2.202,2.219,1.2537,1.2588,1.2683,1.2898
CMP-2026-1004,ISRO-TRAIN-LOT-2026,17,125.0,HEALTHY,0,9.607,9.783,10.275,10.483,2.528,2.554,2.647,2.618,1.3185,1.3201,1.3277,1.3552
CMP-2026-1005,ISRO-TRAIN-LOT-2026,16,125.0,HEALTHY,0,11.232,11.484,11.866,12.251,2.439,2.488,2.568,2.507,1.1187,1.117,1.1289,1.1377
CMP-2026-1006,ISRO-TRAIN-LOT-2026,11,125.0,LATENT_DRIFT,1,11.366,19.136,53.612,105.713,2.456,2.856,4.956,11.456,1.2075,1.2875,1.5375,2.0875
CMP-2026-1007,ISRO-TRAIN-LOT-2026,2,125.0,HEALTHY,0,9.271,9.372,9.461,9.57,2.574,2.63,2.671,2.627,1.3245,1.3188,1.3374,1.3466
CMP-2026-1008,ISRO-TRAIN-LOT-2026,22,125.0,HEALTHY,0,11.143,11.571,11.679,12.234,2.177,2.2,2.232,2.247,1.2703,1.2634,1.2813,1.289
CMP-2026-1009,ISRO-TRAIN-LOT-2026,3,125.0,HEALTHY,0,10.588,10.797,11.319,11.226,2.363,2.407,2.417,2.481,1.22,1.232,1.2215,1.2401
CMP-2026-1010,ISRO-TRAIN-LOT-2026,20,125.0,HEALTHY,0,10.911,11.137,11.449,11.642,2.569,2.605,2.646,2.687,1.1494,1.1529,1.1583,1.1879
CMP-2026-1011,ISRO-TRAIN-LOT-2026,18,125.0,HEALTHY,0,13.715,13.843,13.903,14.583,2.757,2.82,2.805,2.877,1.3207,1.3254,1.3332,1.3516
CMP-2026-1012,ISRO-TRAIN-LOT-2026,23,125.0,HEALTHY,0,10.766,10.911,11.123,11.101,2.618,2.632,2.666,2.714,1.25,1.2532,1.2643,1.2783
CMP-2026-1013,ISRO-TRAIN-LOT-2026,11,125.0,HEALTHY,0,10.078,10.184,10.226,10.232,2.425,2.446,2.496,2.454,1.1536,1.1517,1.177,1.1858
CMP-2026-1014,ISRO-TRAIN-LOT-2026,16,125.0,HEALTHY,0,10.791,10.863,11.308,11.554,3.045,3.128,3.08,3.17,1.119,1.126,1.1278,1.1486
CMP-2026-1015,ISRO-TRAIN-LOT-2026,15,125.0,HEALTHY,0,9.757,10.123,10.688,10.454,2.832,2.863,2.891,2.928,1.2839,1.2851,1.29,1.3272
CMP-2026-1016,ISRO-TRAIN-LOT-2026,3,125.0,HEALTHY,0,10.169,10.456,11.076,10.766,2.624,2.673,2.733,2.706,1.3062,1.3118,1.3139,1.3357
CMP-2026-1017,ISRO-TRAIN-LOT-2026,10,125.0,HEALTHY,0,11.002,11.307,11.543,12.218,2.206,2.229,2.226,2.353,1.188,1.1819,1.1906,1.2133
CMP-2026-1018,ISRO-TRAIN-LOT-2026,11,125.0,HEALTHY,0,12.373,12.448,12.923,13.079,2.44,2.43,2.517,2.614,1.1538,1.1485,1.1638,1.1825
CMP-2026-1019,ISRO-TRAIN-LOT-2026,23,125.0,HEALTHY,0,10.366,10.592,10.97,11.326,1.739,1.816,1.801,1.751,1.1544,1.1555,1.167,1.1818
CMP-2026-1020,ISRO-TRAIN-LOT-2026,16,125.0,HEALTHY,0,12.444,12.708,13.067,12.839,2.486,2.52,2.56,2.562,1.0789,1.075,1.0933,1.1193
CMP-2026-1021,ISRO-TRAIN-LOT-2026,14,125.0,HEALTHY,0,11.216,11.555,11.818,12.023,2.09,2.097,2.167,2.209,1.1518,1.1499,1.1616,1.1907
CMP-2026-1022,ISRO-TRAIN-LOT-2026,25,125.0,HEALTHY,0,10.873,11.0,11.19,11.519,2.509,2.515,2.648,2.73,1.1885,1.1879,1.1903,1.2041
CMP-2026-1023,ISRO-TRAIN-LOT-2026,13,125.0,HEALTHY,0,13.505,13.673,13.932,13.975,2.471,2.523,2.451,2.62,1.2026,1.2099,1.2008,1.2313
CMP-2026-1024,ISRO-TRAIN-LOT-2026,1,125.0,HEALTHY,0,10.646,11.013,11.315,11.389,2.951,2.975,3.022,2.964,1.1364,1.1388,1.1502,1.1472
CMP-2026-1025,ISRO-TRAIN-LOT-2026,22,125.0,HEALTHY,0,11.776,12.106,12.237,12.486,2.321,2.364,2.401,2.442,1.1692,1.1768,1.1769,1.2113
CMP-2026-1026,ISRO-TRAIN-LOT-2026,5,125.0,HEALTHY,0,11.521,11.868,12.316,12.258,2.722,2.794,2.74,2.79,1.2229,1.23,1.2439,1.2511
CMP-2026-1027,ISRO-TRAIN-LOT-2026,3,125.0,HEALTHY,0,8.873,9.009,9.249,9.749,2.151,2.157,2.175,2.242,1.2009,1.2035,1.2101,1.2392
CMP-2026-1028,ISRO-TRAIN-LOT-2026,21,125.0,HEALTHY,0,9.245,9.341,9.83,9.951,2.386,2.386,2.418,2.401,1.2366,1.2374,1.2283,1.2622
CMP-2026-1029,ISRO-TRAIN-LOT-2026,24,125.0,HEALTHY,0,10.528,10.814,11.016,11.223,2.218,2.25,2.348,2.158,1.2297,1.2313,1.2418,1.2597
CMP-2026-1030,ISRO-TRAIN-LOT-2026,15,125.0,HEALTHY,0,10.231,10.508,11.086,11.041,2.501,2.539,2.58,2.576,1.1788,1.1756,1.1883,1.2082
CMP-2026-1031,ISRO-TRAIN-LOT-2026,19,125.0,HEALTHY,0,8.54,8.813,9.129,9.235,2.595,2.663,2.653,2.644,1.313,1.3228,1.3161,1.3373
CMP-2026-1032,ISRO-TRAIN-LOT-2026,17,125.0,HEALTHY,0,10.704,10.736,11.042,11.228,3.221,3.264,3.324,3.364,1.1969,1.1929,1.2159,1.2072
CMP-2026-1033,ISRO-TRAIN-LOT-2026,16,125.0,HEALTHY,0,10.398,10.673,11.193,11.188,2.353,2.383,2.442,2.388,1.1,1.0997,1.1173,1.1193
CMP-2026-1034,ISRO-TRAIN-LOT-2026,22,125.0,LATENT_DRIFT,1,9.538,14.188,35.088,66.818,2.638,3.038,5.138,11.638,1.2673,1.3473,1.5973,2.1473
CMP-2026-1035,ISRO-TRAIN-LOT-2026,7,125.0,HEALTHY,0,10.531,10.973,11.317,11.361,2.8,2.893,2.916,2.943,1.2846,1.2854,1.2999,1.3179
CMP-2026-1036,ISRO-TRAIN-LOT-2026,2,125.0,HEALTHY,0,10.894,11.043,11.17,11.592,2.332,2.415,2.452,2.454,1.3497,1.3519,1.3561,1.3916
CMP-2026-1037,ISRO-TRAIN-LOT-2026,16,125.0,HEALTHY,0,9.268,9.461,9.7,9.961,2.54,2.558,2.601,2.628,1.1735,1.1663,1.174,1.1988
CMP-2026-1038,ISRO-TRAIN-LOT-2026,19,125.0,HEALTHY,0,12.63,12.978,13.361,13.565,2.706,2.788,2.764,2.842,1.0759,1.075,1.0867,1.0981
CMP-2026-1039,ISRO-TRAIN-LOT-2026,25,125.0,HEALTHY,0,10.838,10.926,11.426,11.643,2.717,2.724,2.835,2.84,1.2587,1.2554,1.276,1.2992
CMP-2026-1040,ISRO-TRAIN-LOT-2026,8,125.0,HEALTHY,0,10.774,10.965,10.846,11.444,2.267,2.252,2.332,2.442,1.2816,1.2786,1.2778,1.3039
CMP-2026-1041,ISRO-TRAIN-LOT-2026,24,125.0,HEALTHY,0,10.409,10.645,11.272,11.402,2.019,2.086,2.077,2.097,1.2355,1.2339,1.236,1.2484
CMP-2026-1042,ISRO-TRAIN-LOT-2026,15,125.0,HEALTHY,0,8.632,9.06,9.162,9.564,2.391,2.41,2.461,2.518,1.2884,1.2963,1.3038,1.3148
CMP-2026-1043,ISRO-TRAIN-LOT-2026,15,125.0,HEALTHY,0,12.749,13.041,13.346,13.725,2.748,2.785,2.852,2.852,1.1515,1.152,1.1578,1.1952
CMP-2026-1044,ISRO-TRAIN-LOT-2026,22,125.0,HEALTHY,0,9.75,9.972,10.15,9.962,2.172,2.224,2.245,2.245,1.1874,1.1865,1.2008,1.2172
CMP-2026-1045,ISRO-TRAIN-LOT-2026,8,125.0,HEALTHY,0,11.353,11.767,11.915,12.233,1.981,2.006,2.063,2.116,1.3281,1.3352,1.3317,1.357
CMP-2026-1046,ISRO-TRAIN-LOT-2026,5,125.0,HEALTHY,0,10.201,10.454,10.808,10.862,2.784,2.873,2.915,2.764,1.1225,1.1263,1.1278,1.1518
CMP-2026-1047,ISRO-TRAIN-LOT-2026,2,125.0,HEALTHY,0,13.251,13.274,13.368,13.532,2.563,2.643,2.627,2.596,0.9705,0.9748,0.9913,0.9924
CMP-2026-1048,ISRO-TRAIN-LOT-2026,24,125.0,HEALTHY,0,8.624,8.803,8.757,9.091,2.23,2.279,2.324,2.196,1.0856,1.0888,1.0988,1.1246
CMP-2026-1049,ISRO-TRAIN-LOT-2026,8,125.0,HEALTHY,0,11.108,11.507,11.941,11.769,1.904,1.886,1.963,2.033,1.1331,1.1352,1.1567,1.1642
CMP-2026-1050,ISRO-TRAIN-LOT-2026,10,125.0,HEALTHY,0,8.4,8.678,8.694,8.943,1.795,1.833,1.862,1.9,1.219,1.221,1.2225,1.2547
CMP-2026-1051,ISRO-TRAIN-LOT-2026,17,125.0,HEALTHY,0,12.911,13.002,13.526,13.737,2.775,2.8,2.826,2.861,1.1396,1.1358,1.1495,1.1851
CMP-2026-1052,ISRO-TRAIN-LOT-2026,3,125.0,HEALTHY,0,10.436,10.837,11.063,10.991,2.778,2.801,2.896,2.868,1.347,1.3394,1.3659,1.3895
CMP-2026-1053,ISRO-TRAIN-LOT-2026,15,125.0,HEALTHY,0,10.512,10.463,10.772,10.651,2.572,2.612,2.6,2.666,1.1668,1.1671,1.1748,1.1885
CMP-2026-1054,ISRO-TRAIN-LOT-2026,3,125.0,HEALTHY,0,11.169,11.188,11.684,12.023,1.895,1.925,1.935,2.029,1.1428,1.1479,1.1512,1.1803
CMP-2026-1055,ISRO-TRAIN-LOT-2026,14,125.0,HEALTHY,0,7.367,7.48,8.1,8.178,2.904,2.877,2.958,3.04,1.2341,1.2413,1.2487,1.2818
CMP-2026-1056,ISRO-TRAIN-LOT-2026,16,125.0,HEALTHY,0,12.385,12.418,13.056,13.385,2.463,2.486,2.546,2.594,1.0915,1.0985,1.0959,1.1403
