Component_ID,Lot_ID,Wafer_ID,Stress_Temp_C,Defect_Type,Ground_Truth_Failure,Iddq_0h,Iddq_24h,Iddq_96h,Iddq_168h,Ileak_0h,Ileak_24h,Ileak_96h,Ileak_168h,PropDelay_0h,PropDelay_24h,PropDelay_96h,PropDelay_168h
CMP-883-2618,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,11.026,11.474,11.843,11.827,2.881,2.949,2.986,2.983,1.3063,1.299,1.3028,1.3468
CMP-883-2619,ISRO-FLIGHT-QUAL-LOT-883,23,125.0,LATENT_DRIFT,1,11.907,19.663,54.569,103.95,1.915,2.315,4.415,10.915,1.2424,1.3224,1.5724,2.1224
CMP-883-2620,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,11.987,12.12,12.624,12.371,2.23,2.257,2.272,2.429,1.1183,1.1156,1.1376,1.1244
CMP-883-2621,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,HEALTHY,0,10.124,10.333,10.507,10.635,2.366,2.364,2.473,2.409,1.297,1.298,1.3202,1.3155
CMP-883-2622,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,11.644,11.76,12.09,12.352,2.701,2.681,2.819,2.75,1.3429,1.3389,1.3585,1.3776
CMP-883-2623,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,11.475,11.823,11.992,12.16,2.345,2.387,2.496,2.523,1.1951,1.1902,1.2094,1.2269
CMP-883-2624,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,HEALTHY,0,11.507,11.813,11.962,12.131,2.525,2.587,2.617,2.643,1.1184,1.1203,1.1264,1.146
CMP-883-2625,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,GROSS_OUTLIER,1,72.489,75.864,94.886,117.77,26.738,29.738,34.738,42.738,3.3881,3.5881,3.9881,4.5881
CMP-883-2626,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,12.145,12.644,12.764,12.986,3.05,3.119,3.132,3.145,1.0999,1.106,1.1193,1.1244
CMP-883-2627,ISRO-FLIGHT-QUAL-LOT-883,7,125.0,HEALTHY,0,10.922,11.245,11.463,11.675,2.386,2.44,2.447,2.48,1.1964,1.1921,1.2119,1.2368
CMP-883-2628,ISRO-FLIGHT-QUAL-LOT-883,23,125.0,HEALTHY,0,9.627,9.786,10.001,10.313,2.373,2.404,2.461,2.533,1.2046,1.2009,1.2137,1.2262
CMP-883-2629,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,10.579,10.914,11.379,11.504,2.516,2.533,2.608,2.647,1.1596,1.1627,1.1788,1.1902
CMP-883-2630,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,GROSS_OUTLIER,1,72.139,78.418,85.236,109.457,25.815,28.815,33.815,41.815,3.5321,3.7321,4.1321,4.7321
CMP-883-2631,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,11.449,11.742,11.733,11.677,2.409,2.456,2.465,2.496,1.1632,1.1678,1.1855,1.1921
CMP-883-2632,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,11.003,11.305,11.383,11.87,2.625,2.685,2.741,2.746,1.2058,1.2108,1.2155,1.2446
CMP-883-2633,ISRO-FLIGHT-QUAL-LOT-883,3,125.0,HEALTHY,0,10.113,10.273,10.76,10.65,3.076,3.131,3.165,3.149,1.285,1.2802,1.2867,1.3168
CMP-883-2634,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,LATENT_PAT_OUTLIER,1,39.447,41.626,44.684,47.609,9.818,10.618,11.818,13.618,1.7205,1.7705,1.8505,1.9705
CMP-883-2635,ISRO-FLIGHT-QUAL-LOT-883,20,125.0,HEALTHY,0,10.266,10.462,10.787,11.547,2.666,2.678,2.825,2.809,1.2002,1.1975,1.2069,1.2358
CMP-883-2636,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,9.902,10.081,10.346,10.779,2.087,2.172,2.184,2.19,1.2621,1.2675,1.2663,1.2792
CMP-883-2637,ISRO-FLIGHT-QUAL-LOT-883,17,125.0,HEALTHY,0,10.554,10.812,11.172,11.248,2.715,2.756,2.789,2.838,1.2362,1.2392,1.2289,1.2728
CMP-883-2638,ISRO-FLIGHT-QUAL-LOT-883,3,125.0,HEALTHY,0,10.184,10.401,10.824,11.111,2.928,2.987,2.993,3.014,1.0679,1.0734,1.0895,1.0941
CMP-883-2639,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,12.451,12.661,13.329,13.371,2.119,2.127,2.236,2.1,1.2793,1.2819,1.3051,1.3138
CMP-883-2640,ISRO-FLIGHT-QUAL-LOT-883,17,125.0,HEALTHY,0,8.673,8.95,9.137,9.611,2.048,2.084,2.11,2.163,1.111,1.1111,1.1267,1.1401
CMP-883-2641,ISRO-FLIGHT-QUAL-LOT-883,13,125.0,HEALTHY,0,10.399,10.66,10.555,10.975,2.76,2.791,2.839,2.921,1.1124,1.1134,1.1242,1.1386
CMP-883-2642,ISRO-FLIGHT-QUAL-LOT-883,23,125.0,HEALTHY,0,11.262,11.249,11.967,11.7,2.332,2.365,2.409,2.415,1.2184,1.2245,1.2282,1.2432
CMP-883-2643,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,11.334,11.69,12.019,12.047,2.736,2.765,2.83,2.829,1.1234,1.1112,1.129,1.1502
CMP-883-2644,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,HEALTHY,0,9.621,10.045,10.424,10.302,2.489,2.538,2.591,2.637,1.3095,1.3201,1.3224,1.3621
CMP-883-2645,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,8.899,9.12,9.687,9.83,2.17,2.215,2.215,2.243,1.2178,1.2177,1.2268,1.2656
CMP-883-2646,ISRO-FLIGHT-QUAL-LOT-883,1,125.0,HEALTHY,0,10.104,10.351,10.669,10.658,2.504,2.519,2.546,2.651,1.1517,1.1583,1.1693,1.1846
CMP-883-2647,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,9.546,9.773,10.013,10.101,2.132,2.153,2.14,2.234,1.2338,1.2297,1.2567,1.2577
CMP-883-2648,ISRO-FLIGHT-QUAL-LOT-883,14,125.0,HEALTHY,0,10.602,10.934,11.373,11.828,2.652,2.705,2.768,2.847,1.1901,1.1852,1.1968,1.226
CMP-883-2649,ISRO-FLIGHT-QUAL-LOT-883,10,125.0,LATENT_PAT_OUTLIER,1,41.036,42.151,45.049,49.015,4.894,5.694,6.894,8.694,1.5133,1.5633,1.6433,1.7633
CMP-883-2650,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,10.918,11.1,11.515,11.661,2.472,2.489,2.583,2.54,1.1385,1.1394,1.145,1.1549
CMP-883-2651,ISRO-FLIGHT-QUAL-LOT-883,14,125.0,HEALTHY,0,8.441,8.759,9.139,9.646,2.231,2.237,2.328,2.367,1.089,1.0925,1.0928,1.1287
CMP-883-2652,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,11.526,11.691,12.016,12.078,2.866,2.898,3.016,2.91,1.2456,1.2559,1.2592,1.2821
CMP-883-2653,ISRO-FLIGHT-QUAL-LOT-883,20,125.0,HEALTHY,0,10.819,10.942,11.241,11.29,2.423,2.422,2.446,2.537,1.2703,1.2707,1.2755,1.3154
CMP-883-2654,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,10.082,10.398,10.417,10.891,2.722,2.804,2.837,2.774,1.1992,1.1949,1.2132,1.2227
CMP-883-2655,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,11.065,11.4,11.532,11.478,2.703,2.771,2.799,2.909,1.257,1.257,1.2603,1.2902
CMP-883-2656,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,LATENT_PAT_OUTLIER,1,42.577,44.452,45.971,48.608,6.497,7.297,8.497,10.297,1.5716,1.6216,1.7016,1.8216
CMP-883-2657,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,10.586,10.797,11.1,11.616,2.615,2.659,2.732,2.679,1.2124,1.2191,1.2234,1.2255
CMP-883-2658,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,10.647,10.961,11.153,11.387,2.264,2.31,2.316,2.417,1.1845,1.1863,1.1856,1.1949
CMP-883-2659,ISRO-FLIGHT-QUAL-LOT-883,14,125.0,HEALTHY,0,11.237,11.451,11.427,11.348,3.091,3.097,3.123,3.189,1.1112,1.1161,1.1128,1.1252
CMP-883-2660,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,11.239,11.288,11.473,11.121,2.462,2.433,2.556,2.606,1.2133,1.2103,1.2215,1.2352
CMP-883-2661,ISRO-FLIGHT-QUAL-LOT-883,7,125.0,GROSS_OUTLIER,1,55.206,59.06,74.435,88.211,24.698,27.698,32.698,40.698,2.9836,3.1836,3.5836,4.1836
CMP-883-2662,ISRO-FLIGHT-QUAL-LOT-883,17,125.0,LATENT_PAT_OUTLIER,1,44.429,45.591,47.179,50.257,8.594,9.394,10.594,12.394,1.6455,1.6955,1.7755,1.8955
CMP-883-2663,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,HEALTHY,0,11.101,11.293,11.404,11.628,2.152,2.162,2.228,2.251,1.2118,1.2154,1.2189,1.2496
CMP-883-2664,ISRO-FLIGHT-QUAL-LOT-883,3,125.0,HEALTHY,0,11.834,12.237,12.262,12.425,2.712,2.8,2.797,2.797,1.1785,1.1867,1.1937,1.2054
CMP-883-2665,ISRO-FLIGHT-QUAL-LOT-883,23,125.0,HEALTHY,0,10.575,10.526,10.934,11.327,2.393,2.442,2.46,2.519,1.0415,1.0402,1.0475,1.0832
CMP-883-2666,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,9.444,9.676,9.958,10.297,2.528,2.568,2.624,2.617,1.1659,1.1654,1.1715,1.1953
CMP-883-2667,ISRO-FLIGHT-QUAL-LOT-883,24,125.0,HEALTHY,0,12.917,13.079,13.691,13.454,2.4,2.4,2.478,2.551,1.0673,1.0668,1.0696,1.0851
CMP-883-2668,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,12.216,12.75,13.067,13.253,2.54,2.57,2.661,2.734,1.1038,1.1081,1.1249,1.1383
CMP-883-2669,ISRO-FLIGHT-QUAL-LOT-883,13,125.0,HEALTHY,0,10.334,10.477,11.053,11.291,2.595,2.587,2.618,2.732,1.229,1.2215,1.2278,1.2466
CMP-883-2670,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,10.045,10.553,10.669,10.976,2.648,2.686,2.716,2.763,1.1275,1.1262,1.1191,1.1541
CMP-883-2671,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,LATENT_PAT_OUTLIER,1,36.356,37.68,40.126,42.608,6.518,7.318,8.518,10.318,1.5677,1.6177,1.6977,1.8177
CMP-883-2672,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,10.001,10.225,10.323,10.198,2.404,2.443,2.469,2.437,1.2621,1.2668,1.2632,1.3079
CMP-883-2673,ISRO-FLIGHT-QUAL-LOT-883,23,125.0,HEALTHY,0,10.294,10.699,10.989,11.244,2.477,2.51,2.53,2.667,1.2937,1.2963,1.3015,1.3182
CMP-883-2674,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,HEALTHY,0,10.619,10.937,11.257,11.534,3.111,3.11,3.195,3.172,1.2096,1.2132,1.2164,1.2548
CMP-883-2675,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,11.669,11.732,11.76,12.146,2.75,2.763,2.832,2.918,1.1505,1.1581,1.1598,1.1742
CMP-883-2676,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,HEALTHY,0,10.45,10.749,11.087,11.123,2.813,2.819,2.867,2.922,1.13,1.1273,1.1475,1.1453
CMP-883-2677,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,HEALTHY,0,9.709,9.95,10.133,9.915,2.693,2.695,2.78,2.777,1.0917,1.0867,1.0996,1.1254
CMP-883-2678,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,12.088,12.336,12.466,12.513,2.768,2.801,2.839,2.845,1.1352,1.1359,1.1374,1.171
CMP-883-2679,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,10.428,10.518,10.954,10.91,2.861,2.94,3.041,3.048,1.09,1.0904,1.1087,1.1218
CMP-883-2680,ISRO-FLIGHT-QUAL-LOT-883,8,125.0,LATENT_DRIFT,1,11.166,19.439,55.794,110.231,2.431,2.831,4.931,11.431,1.1209,1.2009,1.4509,2.0009
CMP-883-2681,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,8.827,8.97,9.426,9.52,2.494,2.534,2.566,2.656,1.2288,1.2297,1.2372,1.2634
CMP-883-2682,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,9.983,10.237,10.321,10.709,2.028,2.067,2.115,2.107,1.2431,1.2476,1.2541,1.2854
CMP-883-2683,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,9.96,10.267,10.677,10.665,2.66,2.698,2.688,2.669,1.237,1.2434,1.2591,1.2719
CMP-883-2684,ISRO-FLIGHT-QUAL-LOT-883,7,125.0,HEALTHY,0,10.27,10.569,10.465,10.745,2.767,2.815,2.855,2.885,1.1329,1.1288,1.1496,1.1525
CMP-883-2685,ISRO-FLIGHT-QUAL-LOT-883,10,125.0,HEALTHY,0,10.285,10.609,10.705,10.81,2.395,2.408,2.494,2.505,1.248,1.2521,1.2642,1.2789
CMP-883-2686,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,12.269,12.549,12.768,13.03,2.224,2.247,2.277,2.353,1.1483,1.152,1.1593,1.1727
CMP-883-2687,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,10.523,10.847,11.374,11.791,2.212,2.285,2.336,2.4,1.1631,1.1662,1.1859,1.2025
CMP-883-2688,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,10.349,10.265,10.703,10.813,2.177,2.29,2.239,2.225,1.039,1.0412,1.051,1.0654
CMP-883-2689,ISRO-FLIGHT-QUAL-LOT-883,24,125.0,HEALTHY,0,11.907,12.349,12.739,12.795,2.213,2.285,2.326,2.209,1.2173,1.2228,1.2152,1.2355
CMP-883-2690,ISRO-FLIGHT-QUAL-LOT-883,15,125.0,HEALTHY,0,11.605,11.973,12.161,12.591,2.716,2.805,2.783,2.861,1.1796,1.1852,1.194,1.2083
CMP-883-2691,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,9.337,9.565,10.079,10.368,2.321,2.417,2.413,2.448,1.3343,1.3264,1.3469,1.3819
CMP-883-2692,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,HEALTHY,0,11.794,11.867,12.313,12.371,2.685,2.727,2.751,2.687,1.2939,1.2938,1.3033,1.3291
CMP-883-2693,ISRO-FLIGHT-QUAL-LOT-883,24,125.0,HEALTHY,0,11.174,11.366,11.638,11.703,2.864,2.898,2.879,2.918,1.116,1.1177,1.1335,1.1466
CMP-883-2694,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,10.654,10.893,11.133,11.365,2.449,2.557,2.506,2.613,1.1699,1.1691,1.1846,1.2001
CMP-883-2695,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,10.517,10.712,11.268,11.3,2.577,2.636,2.632,2.649,1.2099,1.2131,1.2153,1.2338
CMP-883-2696,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,10.784,10.85,10.963,11.354,2.435,2.452,2.486,2.506,1.2088,1.213,1.2204,1.2589
CMP-883-2697,ISRO-FLIGHT-QUAL-LOT-883,13,125.0,HEALTHY,0,10.623,10.994,11.24,11.49,2.5,2.498,2.626,2.627,1.1618,1.1733,1.1663,1.1963
CMP-883-2698,ISRO-FLIGHT-QUAL-LOT-883,20,125.0,HEALTHY,0,14.696,14.661,15.244,15.185,2.222,2.271,2.367,2.302,1.3463,1.3365,1.3678,1.3605
CMP-883-2699,ISRO-FLIGHT-QUAL-LOT-883,1,125.0,HEALTHY,0,7.223,7.562,7.883,7.59,2.752,2.8,2.866,2.885,1.1471,1.1401,1.1496,1.1733
CMP-883-2700,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,GROSS_OUTLIER,1,71.789,80.214,98.121,120.772,29.694,32.694,37.694,45.694,2.9996,3.1996,3.5996,4.1996
CMP-883-2701,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,13.179,13.747,13.584,13.863,2.715,2.714,2.788,2.862,1.256,1.2612,1.2626,1.2698
CMP-883-2702,ISRO-FLIGHT-QUAL-LOT-883,15,125.0,LATENT_PAT_OUTLIER,1,37.816,39.95,41.753,45.064,7.505,8.305,9.505,11.305,1.6755,1.7255,1.8055,1.9255
CMP-883-2703,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,9.613,9.756,10.269,10.069,2.354,2.446,2.343,2.501,1.2361,1.2348,1.2542,1.26
CMP-883-2704,ISRO-FLIGHT-QUAL-LOT-883,5,125.0,HEALTHY,0,11.63,11.889,12.341,12.23,2.75,2.797,2.844,2.851,1.2569,1.2675,1.2735,1.2879
CMP-883-2705,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,10.56,10.738,11.21,11.062,2.436,2.494,2.566,2.591,1.1886,1.1873,1.1944,1.205
CMP-883-2706,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,11.853,12.219,12.705,12.466,2.947,3.034,3.0,3.047,1.2063,1.2076,1.2254,1.2421
CMP-883-2707,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,9.588,9.887,10.176,10.455,2.014,2.056,2.143,2.054,1.1885,1.1906,1.2051,1.1928
CMP-883-2708,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,10.594,10.91,11.643,11.871,2.315,2.311,2.382,2.424,1.1915,1.195,1.2032,1.2153
CMP-883-2709,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,8.732,8.889,9.055,9.185,2.436,2.509,2.499,2.489,1.1507,1.1503,1.1542,1.1661
CMP-883-2710,ISRO-FLIGHT-QUAL-LOT-883,17,125.0,HEALTHY,0,9.281,9.561,9.87,9.732,2.437,2.506,2.549,2.65,1.2897,1.2893,1.2866,1.3107
CMP-883-2711,ISRO-FLIGHT-QUAL-LOT-883,18,125.0,HEALTHY,0,10.702,10.932,11.094,11.34,2.996,3.06,3.036,3.033,1.276,1.2848,1.2827,1.3099
CMP-883-2712,ISRO-FLIGHT-QUAL-LOT-883,5,125.0,HEALTHY,0,10.057,10.246,10.933,11.147,2.608,2.622,2.638,2.817,1.2579,1.2599,1.283,1.2878
CMP-883-2713,ISRO-FLIGHT-QUAL-LOT-883,7,125.0,HEALTHY,0,10.454,10.428,11.028,10.892,2.633,2.678,2.687,2.767,1.1105,1.1142,1.1167,1.1548
CMP-883-2714,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,LATENT_DRIFT,1,10.011,16.449,44.155,84.637,2.83,3.23,5.33,11.83,1.2639,1.3439,1.5939,2.1439
CMP-883-2715,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,9.941,10.118,10.655,10.48,2.909,2.934,2.995,2.941,1.1908,1.1901,1.2154,1.1969
CMP-883-2716,ISRO-FLIGHT-QUAL-LOT-883,7,125.0,HEALTHY,0,10.734,10.734,11.073,11.225,2.431,2.436,2.492,2.538,1.0831,1.0769,1.0953,1.0991
CMP-883-2717,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,12.04,12.374,12.636,12.688,2.282,2.335,2.279,2.451,1.2417,1.2333,1.2563,1.2833
CMP-883-2718,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,HEALTHY,0,11.2,11.435,11.134,11.66,2.395,2.426,2.429,2.456,1.2696,1.2759,1.2758,1.2944
CMP-883-2719,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,HEALTHY,0,10.244,10.658,10.563,10.517,2.113,2.149,2.171,2.195,1.1362,1.142,1.1657,1.1596
CMP-883-2720,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,10.195,10.404,10.658,10.503,2.358,2.434,2.498,2.517,1.1894,1.1938,1.1904,1.2195
CMP-883-2721,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,10.168,10.441,10.394,10.223,2.633,2.655,2.764,2.759,1.2157,1.217,1.2333,1.2571
CMP-883-2722,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,LATENT_PAT_OUTLIER,1,41.917,43.725,45.992,48.164,6.523,7.323,8.523,10.323,1.6429,1.6929,1.7729,1.8929
CMP-883-2723,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,HEALTHY,0,11.028,11.225,11.453,11.706,3.329,3.339,3.412,3.409,1.3352,1.3336,1.3621,1.3824
CMP-883-2724,ISRO-FLIGHT-QUAL-LOT-883,17,125.0,HEALTHY,0,9.65,9.914,10.201,10.333,2.45,2.487,2.425,2.548,1.0934,1.0926,1.1101,1.1264
CMP-883-2725,ISRO-FLIGHT-QUAL-LOT-883,5,125.0,HEALTHY,0,10.031,10.495,10.776,10.913,2.71,2.723,2.699,2.755,1.1414,1.1314,1.1547,1.1698
CMP-883-2726,ISRO-FLIGHT-QUAL-LOT-883,23,125.0,LATENT_PAT_OUTLIER,1,37.498,39.166,42.486,44.487,5.897,6.697,7.897,9.697,1.4864,1.5364,1.6164,1.7364
CMP-883-2727,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,HEALTHY,0,10.564,10.612,11.08,11.549,2.826,2.856,2.859,2.867,1.1045,1.1127,1.125,1.1239
CMP-883-2728,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,12.108,12.4,12.927,12.84,2.262,2.308,2.355,2.365,1.1717,1.1761,1.1681,1.2092
CMP-883-2729,ISRO-FLIGHT-QUAL-LOT-883,1,125.0,HEALTHY,0,10.156,10.423,10.371,10.447,2.718,2.745,2.804,2.881,1.1827,1.1908,1.1947,1.2018
CMP-883-2730,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,HEALTHY,0,10.246,10.512,10.872,11.153,2.716,2.773,2.816,2.849,1.28,1.2846,1.3002,1.3091
CMP-883-2731,ISRO-FLIGHT-QUAL-LOT-883,24,125.0,HEALTHY,0,13.803,14.104,14.453,14.954,2.472,2.49,2.568,2.609,1.1867,1.1927,1.2037,1.2073
CMP-883-2732,ISRO-FLIGHT-QUAL-LOT-883,2,125.0,HEALTHY,0,11.902,12.201,12.602,12.57,2.345,2.416,2.502,2.345,1.1821,1.1878,1.1855,1.2093
CMP-883-2733,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,HEALTHY,0,9.895,10.211,10.395,10.475,1.988,1.979,2.054,2.113,1.1634,1.1662,1.1776,1.1849
CMP-883-2734,ISRO-FLIGHT-QUAL-LOT-883,7,125.0,HEALTHY,0,10.286,10.582,10.997,10.876,2.727,2.706,2.744,2.923,1.3273,1.327,1.3427,1.3471
CMP-883-2735,ISRO-FLIGHT-QUAL-LOT-883,13,125.0,HEALTHY,0,10.445,10.605,11.008,10.867,2.536,2.568,2.571,2.605,1.1219,1.1246,1.12,1.1476
CMP-883-2736,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,12.159,12.376,12.755,12.83,2.668,2.722,2.788,2.811,1.4005,1.4026,1.4049,1.4161
CMP-883-2737,ISRO-FLIGHT-QUAL-LOT-883,4,125.0,GROSS_OUTLIER,1,79.315,81.582,88.612,109.291,20.731,23.731,28.731,36.731,2.6227,2.8227,3.2227,3.8227
CMP-883-2738,ISRO-FLIGHT-QUAL-LOT-883,12,125.0,HEALTHY,0,9.918,10.204,10.973,10.782,2.833,2.864,2.833,2.968,1.3465,1.3439,1.3619,1.3797
CMP-883-2739,ISRO-FLIGHT-QUAL-LOT-883,6,125.0,HEALTHY,0,10.637,10.853,11.11,11.202,1.97,2.052,2.028,2.077,1.1296,1.1397,1.1349,1.1681
CMP-883-2740,ISRO-FLIGHT-QUAL-LOT-883,24,125.0,GROSS_OUTLIER,1,62.709,69.627,79.258,105.29,29.98,32.98,37.98,45.98,3.2302,3.4302,3.8302,4.4302
CMP-883-2741,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,11.736,12.02,12.176,12.919,2.492,2.573,2.554,2.634,1.176,1.1762,1.1985,1.2115
CMP-883-2742,ISRO-FLIGHT-QUAL-LOT-883,21,125.0,HEALTHY,0,11.068,11.296,11.473,12.022,2.987,2.995,3.073,3.208,1.1652,1.1656,1.1747,1.1905
CMP-883-2743,ISRO-FLIGHT-QUAL-LOT-883,11,125.0,HEALTHY,0,10.339,10.677,11.194,11.279,2.866,2.882,2.872,2.976,1.0669,1.0675,1.0818,1.1155
CMP-883-2744,ISRO-FLIGHT-QUAL-LOT-883,3,125.0,HEALTHY,0,10.196,10.531,11.078,10.907,2.29,2.338,2.403,2.399,1.1398,1.1373,1.1545,1.159
CMP-883-2745,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,10.352,10.274,10.623,10.631,2.509,2.515,2.597,2.571,1.1921,1.1969,1.1824,1.2166
CMP-883-2746,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,11.713,12.301,12.424,12.865,2.647,2.645,2.651,2.804,1.3797,1.3789,1.3912,1.4118
CMP-883-2747,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,8.457,8.715,8.776,8.905,2.981,2.932,3.082,3.086,1.1801,1.1832,1.1926,1.2187
CMP-883-2748,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,10.917,11.314,11.211,11.485,2.282,2.34,2.41,2.393,1.2586,1.2662,1.2764,1.3009
CMP-883-2749,ISRO-FLIGHT-QUAL-LOT-883,5,125.0,HEALTHY,0,8.171,8.424,9.11,9.049,2.615,2.615,2.742,2.659,1.2148,1.2144,1.2199,1.232
CMP-883-2750,ISRO-FLIGHT-QUAL-LOT-883,23,125.0,HEALTHY,0,11.773,11.871,12.065,12.099,2.309,2.376,2.421,2.56,1.2302,1.2304,1.2603,1.2553
CMP-883-2751,ISRO-FLIGHT-QUAL-LOT-883,3,125.0,HEALTHY,0,10.305,10.481,10.943,11.045,2.411,2.472,2.546,2.473,1.2601,1.2603,1.2635,1.2925
CMP-883-2752,ISRO-FLIGHT-QUAL-LOT-883,22,125.0,HEALTHY,0,10.662,10.883,10.555,11.437,1.999,1.945,2.052,2.044,1.2211,1.2283,1.2225,1.251
CMP-883-2753,ISRO-FLIGHT-QUAL-LOT-883,9,125.0,HEALTHY,0,12.046,12.396,12.532,12.965,2.86,2.889,2.9,2.976,1.1143,1.1141,1.1227,1.1468
CMP-883-2754,ISRO-FLIGHT-QUAL-LOT-883,16,125.0,HEALTHY,0,10.906,11.235,11.377,11.927,2.518,2.594,2.55,2.591,1.1255,1.1279,1.1309,1.1418
CMP-883-2755,ISRO-FLIGHT-QUAL-LOT-883,25,125.0,HEALTHY,0,11.026,11.015,11.294,11.501,2.559,2.551,2.629,2.645,1.2342,1.2357,1.2398,1.2633
CMP-883-2756,ISRO-FLIGHT-QUAL-LOT-883,19,125.0,HEALTHY,0,9.377,9.745,10.144,10.335,2.506,2.574,2.609,2.556,1.3509,1.3545,1.3633,1.3957
